seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
cds_N533_edge110061,[S][=C][C][=Branch][=C][C][Branch][C][Branch][:2pyrimidine][pop][Ring1][Branch][pop][FrH0][pop][FrH0][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][cds],[S][=C][C][=Branch][=C][C][Branch][C][Branch][:2pyrimidine][pop][Ring1][Branch][pop][FrH0][pop][FrH0],1014.92,[C][C][Branch][FrH0][pop][:3imidazole][Ring1][C][O][FrH0][pop][Ring1][:1benzenediol][pop][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][cds],[C][C][Branch][FrH0][pop][:3imidazole][Ring1][C][O][FrH0][pop][Ring1][:1benzenediol][pop],CC([Fr])c1cn(Oc2cccc(O)c2)c(CO[Fr])n1,2415.71,cds_N533_3465e859,3465e859
crb_N398_edge6269,[Br][C][=C][C][=Branch][=N][N][Branch][C][=Branch][=N][Ring1][#Branch][pop][Ring1][Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][crb],[Br][C][=C][C][=Branch][=N][N][Branch][C][=Branch][=N][Ring1][#Branch][pop][Ring1][Branch][pop][FrH0][pop][FrH0],3842.27,[:0methyl][C][C][Branch][FrH0][pop][:3pyrimidine][:1pyridine][FrH0][pop][pop][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][crb],[:0methyl][C][C][Branch][FrH0][pop][:3pyrimidine][:1pyridine][FrH0][pop][pop],CCC([Fr])c1ccnc([Fr])n1,3965.67,crb_N398_230784cf,230784cf
nbo_N317_edge132122,[:0nitrile][C][C][C][C][Branch][C][=C][Branch][C][=Branch][=C][Ring1][#Branch][Ring1][Ring2][pop][FrH0][pop][FrH0][pop][Branch][:0nitrile][pop][:0nitrile][pop][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][nbo],[:0nitrile][C][C][C][C][Branch][C][=C][Branch][C][=Branch][=C][Ring1][#Branch][Ring1][Ring2][pop][FrH0][pop][FrH0][pop][Branch][:0nitrile][pop][:0nitrile][pop],1813.47,[:0nitrile][C][C][C][:2benzenediol][=Branch][:1methyl_amine][Ring1][:0benzenediol][Ring1][N][FrH0][pop][pop][pop][:3benzenealcohol][C][=Branch][=O][=P][P][FrH0][pop][:0benzenealcohol][:1sulfonic_acid][Ring1][:3pyrimidine][pop][pop][pop][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][nbo],[:0nitrile][C][C][C][:2benzenediol][=Branch][:1methyl_amine][Ring1][:0benzenediol][Ring1][N][FrH0][pop][pop][pop][:3benzenealcohol][C][=Branch][=O][=P][P][FrH0][pop][:0benzenealcohol][:1sulfonic_acid][Ring1][:3pyrimidine][pop][pop][pop],N#CCCc1c(S(=O)Oc2ccncn2)cc(O)c(CNc2c(O)cccc2ON[Fr])c1OC(=O)PP[Fr],4922.12,nbo_N317_38c3b0a3,38c3b0a3
sxb_N372_edge182647,[S][C][=C][C][=C][Branch][C][=Branch][=C][Branch][S][C][=Branch][=C][Branch][FrH0][pop][Ring1][N][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][S][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[S][C][=C][C][=C][Branch][C][=Branch][=C][Branch][S][C][=Branch][=C][Branch][FrH0][pop][Ring1][N][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][S],2361.47,[=O][C][:0methyl_amine][Ring1][=C][C][Branch][:1alkyne][Ring1][C][FrH0][pop][pop][=C][Ring2][=C][=P][FrH0][:3pyridine][:0benzenediol][pop][pop][:3imidazole][:4benzenealcohol][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[=O][C][:0methyl_amine][Ring1][=C][C][Branch][:1alkyne][Ring1][C][FrH0][pop][pop][=C][Ring2][=C][=P][FrH0][:3pyridine][:0benzenediol][pop][pop][:3imidazole][:4benzenealcohol],[Fr]CC#CC1=C([Fr])OCNC=C1,2989.71,sxb_N372_09c7929b,09c7929b
sxb_N668_edge28295,[:0sulfonic_acid][Ring1][C][Branch][:1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop][pop][FrH0][pop][.][Fr][C][=N][N][Mn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch2][Ring2][Branch2][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][Ring1][S][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][sxb],[:0sulfonic_acid][Ring1][C][Branch][:1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop][pop][FrH0][pop],2551.96,[:0nitrile][:0pyridine][:2imidazole][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring2][:0pyrimidine][Ring1][FrH0][pop][pop][pop][pop][#Branch][.][Fr][C][=N][N][Mn][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch2][Ring2][Branch2][N][N][Branch1][=Branch2][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Mn][Branch1][=N][N][N][=C][Branch1][C][Fr][N][N][Ring1][=C][Ring1][=Branch1][N][N][Ring1][S][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][Branch1][=C][N][N][Ring2][Ring1][=N][N][=C][Branch1][C][Fr][N][Ring1][=Branch1][N][Ring2][Ring2][Ring1][N][Ring2][Ring2][=Branch1][&&][sxb],[:0nitrile][:0pyridine][:2imidazole][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring2][:0pyrimidine][Ring1][FrH0][pop][pop][pop][pop][#Branch],N#Cc1[nH]cnc1-c1c(O)cc(-c2nccc([Fr])n2)cc1O[Fr],3380.17,sxb_N668_6069883f,6069883f
sra_N715_edge111883,[S][=C][C][=C][C][=Branch][=C][C][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][Ring1][pop][=C][Branch][FrH0][pop][Ring1][=C][pop][FrH0][.][N][N][C][Branch1][C][Fr][N][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][Branch1][C][Fr][N][Branch2][Ring2][N][C][Branch1][C][Fr][N][Ring1][#Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][O][Fr][N][&&][sra],[S][=C][C][=C][C][=Branch][=C][C][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][Ring1][pop][=C][Branch][FrH0][pop][Ring1][=C][pop][FrH0],3941.25,[:0methyl][C][:1pyridine][=Branch][C][=Ring1][Ring2][C][FrH0][=C][:1methyl_amine][FrH0][pop][pop][:0propyl][FrH0][pop][pop][pop][:3pyrimidine][#Branch][:0benzene][:2benzenealcohol][:3imidazole][.][N][N][C][Branch1][C][Fr][N][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][Branch1][C][Fr][N][Branch2][Ring2][N][C][Branch1][C][Fr][N][Ring1][#Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][Ring2][Ring2][#Branch1][C][Ring2][Ring2][O][Fr][N][&&][sra],[:0methyl][C][:1pyridine][=Branch][C][=Ring1][Ring2][C][FrH0][=C][:1methyl_amine][FrH0][pop][pop][:0propyl][FrH0][pop][pop][pop][:3pyrimidine][#Branch][:0benzene][:2benzenealcohol][:3imidazole],CCc1c([Fr])cc(CN)nc1CC[Fr],4310.97,sra_N715_1cebba6b,1cebba6b
bcg_N372_edge193767,[O][S][Branch][C][Branch][C][=C][C][=Branch][=C][C][=C][Branch][O][O][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bcg],[O][S][Branch][C][Branch][C][=C][C][=Branch][=C][C][=C][Branch][O][O][Ring1][N][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop][Branch][O][pop][O],464.238,[O][O][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring2][:1pyridine][:4pyridine][N][:1benzenediol][pop][pop][Ring1][:0methyl_amine][Ring1][FrH0][pop][pop][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bcg],[O][O][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring2][:1pyridine][:4pyridine][N][:1benzenediol][pop][pop][Ring1][:0methyl_amine][Ring1][FrH0][pop][pop],OOc1nc(NC[Fr])c(-c2cnccc2NOc2cccc(O)c2)cc1C#C[Fr],1276.0,bcg_N372_eab211c1,eab211c1
dmp_N574_edge51386,[:0methyl_amine][Ring1][C][Branch][C][=C][Branch][C][Branch][:1methyl_amine][pop][Ring1][Ring1][pop][FrH0][pop][C][FrH0][pop][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][dmp],[:0methyl_amine][Ring1][C][Branch][C][=C][Branch][C][Branch][:1methyl_amine][pop][Ring1][Ring1][pop][FrH0][pop][C][FrH0][pop],3392.92,[:0methyl_amine][C][:=0methyl_amine][Ring1][C][Branch][C][=C][:4benzenealcohol][Ring2][C][FrH0][pop][pop][:3imidazole][:3pyrimidine][FrH0][pop][pop][pop][.][Fr][C][=C][C][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Fe][Branch1][=C][N][C][Ring1][=Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][dmp],[:0methyl_amine][C][:=0methyl_amine][Ring1][C][Branch][C][=C][:4benzenealcohol][Ring2][C][FrH0][pop][pop][:3imidazole][:3pyrimidine][FrH0][pop][pop][pop],CN=NCC(C=Cc1cccc(C[Fr])c1O)c1c[nH]c([Fr])n1,5269.71,dmp_N574_0b1001a8,0b1001a8
utk_N529_edge49598,[:0amide][Ring1][C][S][C][Branch][C][N][Branch][C][Branch][:1amide][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][P][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][S][O][P][Branch1][C][Fr][Branch1][Branch1][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch2][O][Ring2][Ring1][#Branch1][&&][utk],[:0amide][Ring1][C][S][C][Branch][C][N][Branch][C][Branch][:1amide][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop],3093.33,[:0propyl][C][C][=Branch][:=1methyl_amine][=Branch][:1alkyne][N][:0benzene][Ring1][P][FrH0][pop][pop][pop][pop][:1benzenealcohol][:0benzene][FrH0][pop][pop][:0amide][O][#Branch][:1alkyne][FrH0][:1pyrimidine][:1carboxylic_acid][:1sulfonic_acid][#Branch][#Branch][.][O][=C][Branch1][C][Fr][O][Zn][O][P][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][S][O][P][Branch1][C][Fr][Branch1][Branch1][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch2][O][Ring2][Ring1][#Branch1][&&][utk],[:0propyl][C][C][=Branch][:=1methyl_amine][=Branch][:1alkyne][N][:0benzene][Ring1][P][FrH0][pop][pop][pop][pop][:1benzenealcohol][:0benzene][FrH0][pop][pop][:0amide][O][#Branch][:1alkyne][FrH0][:1pyrimidine][:1carboxylic_acid][:1sulfonic_acid][#Branch][#Branch],CCCC(=CNC#Cc1ccccc1P[Fr])c1cc(O)ccc1[Fr],3699.34,utk_N529_2cd40e46,2cd40e46
bnn_N133_edge78140,[Br][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Br][pop][Branch][FrH0][pop][Br][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[Br][C][=C][C][Branch][C][Branch][N][N][Branch][FrH0][pop][Ring1][=Branch][pop][Br][pop][Branch][FrH0][pop][Br],2212.48,[:0methyl][C][:0pyridine][Ring1][:1amide][Ring1][FrH0][pop][pop][Ring2][C][:1alkyne][Ring1][FrH0][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[:0methyl][C][:0pyridine][Ring1][:1amide][Ring1][FrH0][pop][pop][Ring2][C][:1alkyne][Ring1][FrH0][pop][pop][pop],CCc1ncc(CC#C[Fr])cc1C(=O)N[Fr],5190.27,bnn_N133_ad9274f8,ad9274f8
nbo_N173_edge100210,[S][C][=C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Branch][pop][S][pop][FrH0][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][nbo],[S][C][=C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][Branch][pop][S][pop][FrH0],2393.03,[:0propyl][C][:1alkyne][Ring1][:3benzenediol][Branch][:1benzenealcohol][:1pyridine][:3benzenealcohol][Ring1][FrH0][pop][pop][:3pyridine][:2pyridine][Ring2][:1alkyne][:1alkyne][:0pyrimidine][:3pyridine][FrH0][pop][pop][:3pyridine][:5benzenediol][=P][pop][:3pyrimidine][:0propyl][:2benzenediol][:0isocyanate][Ring1][:2pyridine][Ring1][:0pyrimidine][:2benzenediol][:3pyrimidine][:3benzenediol][:0nitrile][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][nbo],[:0propyl][C][:1alkyne][Ring1][:3benzenediol][Branch][:1benzenealcohol][:1pyridine][:3benzenealcohol][Ring1][FrH0][pop][pop][:3pyridine][:2pyridine][Ring2][:1alkyne][:1alkyne][:0pyrimidine][:3pyridine][FrH0][pop][pop][:3pyridine][:5benzenediol][=P][pop][:3pyrimidine][:0propyl][:2benzenediol][:0isocyanate][Ring1][:2pyridine][Ring1][:0pyrimidine][:2benzenediol][:3pyrimidine][:3benzenediol][:0nitrile],CCCC#Cc1cc(O)c(-c2cc(O)c(-c3c(O)cc(O)cc3-c3cc(O)cc(O)c3)c(-c3cc(C#Cc4nccc([Fr])n4)nc(P)c3CCC)c2-c2cccc(O)c2[Fr])c(O)c1,2868.90155,nbo_N173_e20e1a3e,e20e1a3e
sxb_N173_edge967,[FrH0][C][Branch][S][N][Branch][N][Branch][FrH0][pop][C][pop][:0propyl][pop][=Ring1][->][=Branch][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][sxb],[FrH0][C][Branch][S][N][Branch][N][Branch][FrH0][pop][C][pop][:0propyl][pop][=Ring1][->][=Branch],555.116,[:2pyrimidine][Ring2][:3pyrimidine][:4benzenediol][Ring1][:3imidazole][:1pyridine][:1alkyne][Ring1][FrH0][pop][pop][:=0methyl_amine][Ring1][:1benzenediol][#Branch][:=0methyl_amine][pop][:5benzenediol][:2imidazole][:2imidazole][:=1methyl_amine][:5benzenediol][FrH0][:3pyridine][:0methyl][pop][:=0methyl_amine][:0alkene][:=0methyl_amine][:1benzenediol][#Branch][:2imidazole][:1pyrimidine][:1pyrimidine][Ring1][:3imidazole][Ring1][Ring1][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][sxb],[:2pyrimidine][Ring2][:3pyrimidine][:4benzenediol][Ring1][:3imidazole][:1pyridine][:1alkyne][Ring1][FrH0][pop][pop][:=0methyl_amine][Ring1][:1benzenediol][#Branch][:=0methyl_amine][pop][:5benzenediol][:2imidazole][:2imidazole][:=1methyl_amine][:5benzenediol][FrH0][:3pyridine][:0methyl][pop][:=0methyl_amine][:0alkene][:=0methyl_amine][:1benzenediol][#Branch][:2imidazole][:1pyrimidine][:1pyrimidine][Ring1][:3imidazole][Ring1][Ring1],O=Cn1cnc(CN[Fr])c1-c1nc2c(c(-c3[nH]cnc3-c3ncncc3-c3c[nH]cn3)n1)-c1cc(C#C[Fr])nc-2n1,3237.63,sxb_N173_f47c358c,f47c358c
crs_N569_edge66357,[:0methyl_amine][Ring1][C][Branch][N][N][C][Branch][S][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][crs],[:0methyl_amine][Ring1][C][Branch][N][N][C][Branch][S][C][Branch][:1methyl_amine][pop][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][pop],2246.664134,[:3benzenealcohol][=S][Ring1][:1methyl_amine][Ring1][:0methyl_amine][:0benzenediol][O][FrH0][pop][pop][:=0methyl_amine][:0pyrimidine][:0pyrimidine][:0propyl][:0imidazole][pop][:5benzenediol][:5benzenediol][:0phosphoric_acid][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol][=Ring2][FrH0][:0methyl][:0sulfonic_acid][:1pyrimidine][:1pyrimidine][:5benzenediol][Br][:2benzenediol][:1pyrimidine][Ring1][Br][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][crs],[:3benzenealcohol][=S][Ring1][:1methyl_amine][Ring1][:0methyl_amine][:0benzenediol][O][FrH0][pop][pop][:=0methyl_amine][:0pyrimidine][:0pyrimidine][:0propyl][:0imidazole][pop][:5benzenediol][:5benzenediol][:0phosphoric_acid][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol][=Ring2][FrH0][:0methyl][:0sulfonic_acid][:1pyrimidine][:1pyrimidine][:5benzenediol][Br][:2benzenediol][:1pyrimidine][Ring1][Br],CCCc1ccnc(-c2c(NCO[Fr])cc(O)cc2Oc2cccc(O)c2Oc2cccc(O)c2Oc2cccc(O)c2Oc2cccc(OOS(=O)c3ncnc(-c4ncncc4Br)c3Br)c2[Fr])n1,2732.785046,crs_N569_8fb41651,8fb41651
